image_id,num_potholes,x,y,w,h
G0043315,5,1798,1512,62,20
G0043315,5,2462,1444,98,14
G0043315,5,2448,1416,84,14
G0043316,8,1750,1596,88,28
G0043316,8,1946,1546,124,32
G0043316,8,2744,1638,124,36
G0043316,8,2564,1478,96,18
G0043316,8,2528,1436,94,18
G0043316,8,2360,1460,70,16
G0043316,8,2028,1422,80,16
G0043316,8,2368,1420,78,12
G0043317,7,1942,1648,170,44
G0043317,7,1646,1750,132,20
G0043317,7,2686,1516,138,28
G0043317,7,2430,1494,74,18
G0043317,7,2620,1454,106,22
G0043317,7,2416,1436,92,14
G0043317,7,2030,1442,86,14
G0043318,6,2870,1568,170,38
G0043318,6,2536,1538,112,24
G0043318,6,2780,1524,74,22
G0043318,6,2726,1478,126,28
G0043318,6,2480,1452,98,18
G0043318,6,2020,1464,92,10
G0043319,5,3180,1652,226,56
G0043319,5,2734,1608,98,26
G0043319,5,2910,1514,150,28
G0043319,5,3148,1510,84,18
G0043319,5,2050,1494,158,20
G0043320,5,3134,1718,214,52
G0043320,5,3210,1558,194,44
G0043320,5,3420,1664,112,42
G0043320,5,2808,1504,144,28
G0043320,5,2160,1530,110,26
G0043321,3,2316,1592,334,58
G0043321,3,3108,1568,164,34
G0043321,3,3628,1648,48,16
G0043322,2,3498,1630,176,52
G0043322,2,2558,1654,372,116
G0051938,2,1182,1308,98,18
G0051938,2,2996,1368,66,16
G0051939,2,1110,1330,96,16
G0051939,2,3122,1398,60,16
G0051940,2,1056,1324,140,28
G0051940,2,3216,1420,56,20
G0051941,2,1018,1346,96,28
G0051941,2,3280,1430,60,18
G0051942,2,996,1346,140,32
G0051942,2,3370,1436,76,20
G0051943,2,3478,1456,98,28
G0051943,2,1000,1362,110,32
G0051944,2,3606,1498,64,22
G0051944,2,968,1392,102,24
G0051945,1,836,1428,136,32
G0051946,1,608,1490,170,42
G0051947,1,226,1596,186,62
G0052004,5,1020,1272,56,16
G0052004,5,2940,1346,28,14
G0052004,5,3088,1352,64,20
G0052004,5,3306,1376,28,8
G0052004,5,3366,1356,34,10
G0052006,4,706,1330,106,26
G0052006,4,702,1302,186,16
G0052006,4,3216,1388,38,14
G0052006,4,3382,1396,68,16
G0052007,4,564,1368,124,38
G0052007,4,588,1336,200,18
G0052007,4,3362,1408,44,18
G0052007,4,3538,1410,76,24
G0052008,4,402,1386,132,36
G0052008,4,492,1368,76,14
G0052008,4,108,1348,70,22
G0052008,4,3500,1440,40,8
G0052009,3,254,1440,146,48
G0052009,3,356,1418,76,24
G0052009,3,362,1386,208,26
G0052010,4,2,1518,148,58
G0052010,4,132,1488,76,28
G0052010,4,166,1452,212,36
G0052010,4,1656,1444,50,14
G0052118,1,2276,1282,52,12
G0052119,1,2364,1296,50,10
G0052120,2,2464,1314,62,12
G0052120,2,2464,1314,62,12
G0052145,1,1968,1260,58,12
G0052146,1,2030,1320,94,26
G0052147,1,2148,1394,152,46
G0052190,1,1892,1288,72,18
G0052191,1,1886,1344,102,24
G0052192,1,1866,1454,184,50
G0052199,1,1870,1308,66,26
G0052200,1,1846,1392,102,36
G0052398,2,1890,1310,48,14
G0052398,2,2324,1322,56,16
G0052399,2,1886,1372,58,20
G0052399,2,2428,1392,76,14
G0052400,2,1888,1366,78,24
G0052400,2,2610,1406,110,30
G0052401,1,1870,1440,114,56
G0052405,4,2720,1346,68,16
G0052405,4,2602,1336,46,16
G0052405,4,2406,1294,66,16
G0052405,4,2320,1296,38,14
G0052406,4,3002,1448,140,18
G0052406,4,2888,1436,68,22
G0052406,4,2560,1352,76,22
G0052406,4,2434,1346,56,20
G0052407,3,3566,1656,110,64
G0052407,3,2860,1446,126,32
G0052407,3,2686,1440,94,28
G0052416,1,1866,1386,80,24
G0052417,1,1812,1636,182,50
G0052424,1,1830,1366,64,26
G0052425,1,1798,1566,106,64
G0052450,3,1780,1462,94,36
G0052450,3,2434,1584,112,38
G0052450,3,1988,1360,68,22
G0052464,2,1458,1574,154,58
G0052464,2,1782,1482,270,80
G0052471,1,1798,1396,164,42
G0052584,1,3126,1380,50,12
G0052585,1,3502,1420,56,22
G0052685,1,1824,1388,90,24
G0052690,2,1908,1528,68,24
G0052690,2,1894,1306,42,14
G0052691,1,1872,1364,66,20
G0052692,1,1838,1466,102,42
G0052780,2,1776,1330,72,12
G0052780,2,1918,1284,28,10
G0052781,3,1666,1434,114,24
G0052781,3,1878,1338,48,14
G0052781,3,1974,1274,34,12
G0052782,5,1808,1422,72,24
G0052782,5,1936,1298,50,12
G0052782,5,1234,1626,228,88
G0052782,5,1562,1308,66,12
G0052782,5,1612,1278,52,20
G0052783,4,1474,1376,72,26
G0052783,4,1538,1320,80,30
G0052783,4,1986,1360,68,14
G0052783,4,1818,1336,44,16
G0052784,5,1298,1490,120,58
G0052784,5,1460,1404,104,36
G0052784,5,1852,1420,64,26
G0052784,5,2078,1470,128,36
G0052784,5,1684,1278,30,10
G0052785,3,1896,1650,126,48
G0052785,3,1230,1566,156,84
G0052785,3,1690,1314,44,14
G0052786,2,3110,1432,62,24
G0052786,2,1728,1360,54,12
G0052787,1,1770,1446,80,20
G0052788,1,1836,1636,132,38
G0052789,1,1252,1466,64,18
G0052790,1,1260,1618,88,42
G0052791,1,2584,1624,144,58
G0052910,6,1688,1506,130,32
G0052910,6,2196,1470,92,26
G0052910,6,2646,1444,126,28
G0052910,6,2948,1588,102,36
G0052910,6,2832,1426,62,16
G0052910,6,2458,1648,132,30
G0052911,5,1588,1572,154,40
G0052911,5,2210,1506,102,32
G0052911,5,3192,1686,100,36
G0052911,5,2726,1462,136,32
G0052911,5,2916,1434,66,24
G0052912,6,1450,1650,206,58
G0052912,6,2212,1542,176,46
G0052912,6,2246,1484,110,24
G0052912,6,2814,1480,158,38
G0052912,6,3004,1442,74,22
G0052912,6,2640,1478,66,18
G0052913,5,3316,1470,96,24
G0052913,5,3130,1512,192,56
G0052913,5,2938,1508,72,24
G0052913,5,2474,1608,212,58
G0052913,5,2490,1514,172,46
G0052993,1,2024,1480,158,50
G0052998,2,1982,1460,102,32
G0052998,2,3094,1600,148,56
G0054292,2,1790,1440,36,10
G0054292,2,1802,1378,64,16
G0054293,2,1710,1474,40,14
G0054293,2,1742,1386,74,16
G0063376,2,1672,1714,98,30
G0063376,2,104,1704,446,66
G0063376,2,1672,1714,98,30
G0063376,2,104,1704,446,66
G0063500,1,1862,1276,58,18
G0063501,2,1840,1338,82,28
G0063501,2,1888,1318,40,12
G0063502,2,1772,1534,168,80
G0063502,2,1578,1442,354,80
G0063628,1,2072,1348,56,22
G0063629,1,2256,1516,168,62
G0063916,1,1770,1218,62,12
G0063917,1,1758,1220,50,12
G0063918,1,1746,1224,62,12
G0063919,1,1768,1234,78,12
G0063920,1,1798,1232,78,20
G0063922,1,1828,1254,112,20
G0063923,1,1826,1286,130,20
G0063924,1,1826,1314,126,22
G0063925,1,1784,1344,148,24
G0064102,1,1992,1320,58,22
G0064140,2,2128,1304,48,16
G0064140,2,1854,1268,82,20
G0064141,2,2370,1470,78,26
G0064141,2,1812,1352,144,44
G0064147,1,2174,1504,106,34
G0064148,1,1898,1340,120,28
G0064182,1,1958,1224,42,12
G0064183,1,1944,1248,64,16
G0064184,1,1932,1296,92,26
G0064185,1,1916,1452,204,96
G0064196,3,2986,1572,162,46
G0064196,3,2812,1574,176,40
G0064196,3,2608,1584,194,36
G0064306,1,1924,1386,58,16
G0064344,2,3046,1558,92,32
G0064344,2,1814,1384,46,14
G0064345,1,1862,1448,58,16
G0064346,1,2044,1600,140,32
G0064406,1,1846,1226,40,14
G0064407,3,1848,1266,52,12
G0064407,3,1844,1254,34,10
G0064407,3,1910,1256,32,10
G0064408,3,1834,1272,76,20
G0064408,3,1844,1252,46,14
G0064408,3,1920,1250,46,10
G0064436,1,1952,1238,66,10
G0064437,1,1988,1260,66,14
G0064470,1,2318,1570,118,48
G0064473,2,1898,1342,70,12
G0064473,2,1950,1360,60,12
G0064474,2,2004,1466,92,22
G0064474,2,1894,1406,102,40
G0064480,2,2136,1346,62,14
G0064480,2,1868,1334,74,16
G0064481,2,2390,1532,120,40
G0064481,2,1864,1496,138,34
G0064482,1,2444,1526,70,36
G0064484,2,2058,1292,52,14
G0064484,2,2142,1302,50,16
G0064485,3,2318,1484,120,48
G0064485,3,2176,1460,96,32
G0064485,3,2254,1384,156,26
G0064486,3,2664,1592,300,104
G0064486,3,1984,1230,64,16
G0064486,3,2168,1226,76,14
G0064487,3,2004,1252,82,22
G0064487,3,2254,1254,78,16
G0064487,3,2074,1270,70,14
G0064488,3,2350,1308,108,22
G0064488,3,2042,1300,126,32
G0064488,3,2136,1328,108,26
G0064498,1,2096,1324,40,10
G0064499,1,2194,1444,60,24
G0064505,1,1916,1592,164,56
G0064508,1,1944,1234,50,12
G0064509,1,1936,1252,66,18
G0064510,2,1938,1340,92,22
G0064510,2,2486,1332,64,26
G0064512,1,2120,1196,58,16
G0064513,1,2080,1208,60,18
G0064514,1,2042,1198,70,22
G0064515,1,1978,1206,104,28
G0064516,3,1938,1216,78,12
G0064516,3,1956,1236,48,16
G0064516,3,2072,1212,60,14
G0064531,3,2504,1382,46,28
G0064531,3,2344,1302,42,16
G0064531,3,1902,1366,52,16
G0064539,1,2212,1242,28,16
G0064540,2,2226,1256,30,14
G0064540,2,2034,1226,30,12
G0064541,2,2254,1292,46,18
G0064541,2,2000,1248,32,12
G0064542,2,2338,1336,62,24
G0064542,2,1948,1258,58,14
G0064563,5,812,1644,142,54
G0064563,5,198,1710,220,58
G0064563,5,1438,1600,132,50
G0064563,5,1226,1438,196,60
G0064563,5,1576,1248,74,20
G0064565,3,1332,1386,96,24
G0064565,3,1456,1362,112,22
G0064565,3,1482,1388,72,26
G0064566,3,1334,1488,178,38
G0064566,3,1316,1550,120,46
G0064566,3,1126,1522,126,54
G0064567,1,1804,1312,34,8
G0064568,3,1822,1328,58,12
G0064568,3,1756,1274,48,6
G0064568,3,1828,1212,66,14
G0064569,5,1798,1460,86,24
G0064569,5,1732,1322,54,10
G0064569,5,1640,1280,34,14
G0064569,5,1522,1316,46,18
G0064569,5,1832,1234,80,14
G0064570,4,1654,1396,72,28
G0064570,4,1386,1400,50,24
G0064570,4,1572,1326,42,14
G0064570,4,1828,1258,90,12
G0064571,5,1450,1554,108,54
G0064571,5,1022,1528,94,42
G0064571,5,1436,1364,46,16
G0064571,5,1670,1266,30,14
G0064571,5,1810,1242,110,22
G0064572,4,1114,1472,74,32
G0064572,4,1576,1284,38,18
G0064572,4,1806,1262,84,20
G0064572,4,1578,1286,42,16
G0064573,3,1398,1344,56,24
G0064573,3,1590,1326,46,16
G0064573,3,1708,1310,126,22
G0064578,1,1370,1682,186,34
G0064579,1,1780,1272,48,10
G0064580,1,1836,1280,80,14
G0064595,1,1774,1416,66,24
G0064605,1,2496,1430,48,16
G0064619,1,1946,1248,38,12
G0064620,1,1828,1324,48,12
G0064626,3,2424,1356,58,18
G0064626,3,2296,1292,32,8
G0064626,3,2098,1240,26,12
G0064629,2,1924,1614,176,80
G0064629,2,2188,1244,38,12
G0064638,2,2002,1252,36,8
G0064638,2,1908,1218,24,10
G0064639,2,2046,1336,42,8
G0064639,2,1908,1274,34,10
G0064640,3,2150,1384,86,28
G0064640,3,2032,1288,44,14
G0064640,3,1910,1256,40,6
G0064641,2,2134,1392,68,18
G0064641,2,1918,1298,50,16
G0064642,1,1944,1544,106,38
G0064644,1,1508,1472,60,20
G0064659,1,2000,1328,56,22
G0064664,1,1912,1326,86,16
G0064666,1,2016,1286,36,12
G0064709,1,2278,1314,44,16
G0064711,1,1878,1222,40,14
G0064712,1,1932,1258,48,16
G0064753,2,2250,1314,28,16
G0064753,2,1910,1244,40,16
G0064768,1,2692,1508,52,14
G0064769,2,2132,1334,60,20
G0064769,2,2038,1304,80,18
G0064770,1,2198,1472,198,72
G0064794,1,1892,1218,44,18
G0064803,1,1884,1228,58,12
G0064820,1,2054,1262,34,12
G0064821,1,2134,1312,52,14
G0064824,1,1908,1218,34,8
G0064825,1,1916,1250,42,12
G0064826,1,1914,1286,50,16
G0064827,1,1922,1426,94,48
G0064849,2,1866,1360,86,16
G0064849,2,2144,1290,52,16
G0064852,1,3034,1608,142,64
G0064855,1,2076,1314,64,14
G0064856,1,2304,1538,132,64
G0064857,1,1952,1268,38,16
G0064858,1,1924,1348,80,24
G0064998,1,2142,1280,160,28
G0064999,1,2306,1390,324,52
G0065000,1,2666,1522,622,126
G0065014,1,1732,1464,210,50
G0065039,1,2146,1424,58,20
G0065042,1,2106,1324,108,22
G0065043,1,2240,1430,176,44
G0065278,1,2498,1354,66,14
G0065279,1,2568,1372,72,20
G0065280,1,2694,1446,94,32
G0065281,2,2978,1574,144,58
G0065281,2,2136,1282,52,18
G0065283,2,2256,1350,66,32
G0065283,2,2332,1436,70,18
G0065284,2,2584,1600,92,28
G0065284,2,2370,1422,102,40
G0065300,1,1872,1314,66,14
G0065301,1,1842,1420,106,30
G0065327,1,2478,1502,76,28
G0065613,5,2484,1488,192,38
G0065613,5,2160,1468,62,18
G0065613,5,2436,1382,118,26
G0065613,5,1884,1352,42,16
G0065613,5,2356,1322,80,22
G0065614,4,2618,1616,296,72
G0065614,4,2168,1590,86,30
G0065614,4,2484,1438,154,40
G0065614,4,2362,1350,90,28
G0065615,3,2696,1552,230,78
G0065615,3,2468,1410,114,36
G0065615,3,1754,1480,62,22
G0065616,2,1748,1624,98,44
G0065616,2,2756,1490,168,66
G0065669,6,2626,1488,122,46
G0065669,6,2476,1444,194,42
G0065669,6,2312,1396,178,44
G0065669,6,2590,1326,158,20
G0065669,6,2946,1446,134,34
G0065669,6,3140,1446,96,22
G0065756,1,1826,1324,62,12
G0065758,1,1834,1550,160,46
G0065767,2,1892,1306,52,16
G0065767,2,1782,1274,162,14
G0065768,2,1888,1380,68,16
G0065768,2,1730,1310,218,20
G0065769,2,1876,1558,134,36
G0065769,2,1662,1380,318,40
G0065770,1,1540,1526,546,78
G0065792,5,2330,1368,178,26
G0065792,5,2100,1320,102,18
G0065792,5,1962,1318,66,12
G0065792,5,1836,1326,32,12
G0065792,5,1898,1314,44,12
G0065793,5,2456,1448,272,40
G0065793,5,2130,1362,134,22
G0065793,5,1960,1360,92,12
G0065793,5,1748,1378,86,22
G0065793,5,1840,1350,90,20
G0065794,5,2616,1582,466,126
G0065794,5,2076,1416,180,34
G0065794,5,1850,1418,148,18
G0065794,5,1696,1404,112,24
G0065794,5,1556,1452,122,30
G0066026,1,2294,1376,68,20
G0066027,1,2132,1444,72,22
G0066028,1,2022,1526,104,36
G0066084,2,1778,1330,122,26
G0066084,2,1906,1304,90,16
G0066085,2,1788,1384,150,34
G0066085,2,1948,1346,92,20
G0066086,2,1772,1452,196,52
G0066086,2,1976,1388,116,22
G0066087,2,1694,1592,290,94
G0066087,2,1988,1476,144,32
G0066106,4,1860,1340,72,18
G0066106,4,1992,1350,50,12
G0066106,4,2026,1322,50,18
G0066106,4,2002,1298,56,12
G0066107,4,1870,1470,122,30
G0066107,4,2082,1492,114,40
G0066107,4,2138,1428,86,34
G0066107,4,2088,1372,74,16
G0066108,2,2286,1582,162,56
G0066108,2,1904,1310,96,16
G0066109,1,1884,1388,156,38
G0066117,2,1844,1386,134,40
G0066117,2,2122,1354,56,22
G0066118,2,1754,1612,292,76
G0066118,2,2262,1506,124,56
G0066126,5,1814,1306,120,22
G0066126,5,2200,1288,70,14
G0066126,5,2322,1292,76,18
G0066126,5,2680,1326,112,22
G0066126,5,2674,1384,120,30
G0066127,5,1774,1360,164,24
G0066127,5,2290,1326,86,16
G0066127,5,2460,1332,92,20
G0066127,5,2990,1394,156,40
G0066127,5,3148,1536,214,64
G0066128,3,1726,1468,250,98
G0066128,3,2482,1396,122,26
G0066128,3,2732,1412,150,46
G0066129,2,2890,1584,232,82
G0066129,2,3340,1632,296,90
G0066253,1,2550,1506,120,32
G0066261,2,2336,1302,60,20
G0066261,2,2236,1218,76,10
G0066262,3,2666,1368,90,14
G0066262,3,2460,1240,94,8
G0066262,3,2498,1252,40,8
G0066263,3,3292,1454,130,36
G0066263,3,2888,1264,58,10
G0066263,3,2836,1248,116,14
G0066264,2,3464,1310,58,10
G0066264,2,3364,1284,150,18
G0066341,2,1694,1520,118,28
G0066341,2,2166,1326,142,52
G0066342,1,2328,1430,248,88
G0066343,2,2218,1522,108,46
G0066343,2,1890,1456,70,30
G0066360,3,2300,1394,116,32
G0066360,3,2154,1308,184,22
G0066360,3,2072,1250,36,12
G0066361,3,2590,1594,232,88
G0066361,3,2226,1374,280,36
G0066361,3,2078,1276,56,14
G0066363,2,1230,1644,232,70
G0066363,2,2238,1386,116,28
G0066364,3,2452,1512,162,40
G0066364,3,1704,1316,164,24
G0066364,3,1840,1278,100,14
G0066365,2,1596,1364,176,30
G0066365,2,1790,1310,120,18
G0066366,2,1406,1448,230,48
G0066366,2,1706,1352,162,30
G0066367,2,938,1648,396,88
G0066367,2,1504,1434,284,48
G0066395,3,2684,1376,80,18
G0066395,3,1968,1248,70,14
G0066395,3,2174,1308,66,14
G0066396,4,2962,1470,134,36
G0066396,4,2234,1360,72,18
G0066396,4,2084,1278,60,14
G0066396,4,1966,1276,70,14
G0066397,4,3480,1646,182,64
G0066397,4,2320,1432,120,28
G0066397,4,2090,1300,86,18
G0066397,4,1944,1296,86,20
G0066398,3,2486,1620,200,60
G0066398,3,2072,1360,112,22
G0066398,3,1894,1352,98,24
G0066399,2,2070,1452,156,46
G0066399,2,1828,1440,138,34
G0066415,1,2172,1360,86,18
G0066416,1,2296,1454,128,38
G0066421,2,2546,1532,120,50
G0066421,2,1864,1354,64,28
G0066491,2,1572,1420,108,24
G0066491,2,1440,1394,130,18
G0066492,2,1442,1492,144,36
G0066492,2,1308,1458,148,22
G0066493,2,1202,1566,164,48
G0066493,2,1066,1520,170,26
G0066494,2,682,1602,188,40
G0066494,2,826,1668,162,44
G0066547,2,1504,1470,114,50
G0066547,2,1786,1316,126,20
G0066548,2,1308,1612,148,100
G0066548,2,1760,1338,170,28
G0066551,5,1940,1618,120,58
G0066551,5,2490,1532,220,88
G0066551,5,1520,1514,208,70
G0066551,5,1168,1424,148,44
G0066551,5,2038,1300,50,16
G0066552,3,1592,1604,142,42
G0066552,3,976,1512,228,72
G0066552,3,2140,1326,52,16
G0066555,6,2534,1632,170,50
G0066555,6,2766,1560,172,90
G0066555,6,1592,1410,108,36
G0066555,6,2350,1382,86,22
G0066555,6,2316,1332,82,20
G0066555,6,1868,1348,58,10
G0066556,6,1294,1648,146,60
G0066556,6,1488,1504,178,52
G0066556,6,2516,1468,136,42
G0066556,6,2456,1390,100,26
G0066556,6,1894,1400,78,18
G0066556,6,2326,1414,78,48
G0066557,8,2864,1646,174,62
G0066557,8,2644,1484,172,40
G0066557,8,2512,1534,148,82
G0066557,8,1886,1492,124,36
G0066557,8,1918,1340,68,14
G0066557,8,2270,1378,50,16
G0066557,8,2016,1320,46,12
G0066557,8,1916,1328,48,12
G0066558,6,2384,1462,76,36
G0066558,6,1900,1396,98,22
G0066558,6,1898,1374,92,18
G0066558,6,2020,1364,60,18
G0066558,6,2656,1460,72,20
G0066558,6,2730,1534,206,68
G0066559,8,3002,1602,104,36
G0066559,8,2642,1628,134,54
G0066559,8,1886,1488,150,40
G0066559,8,1886,1448,146,36
G0066559,8,2062,1436,76,18
G0066559,8,2492,1424,94,28
G0066559,8,2400,1352,106,16
G0066559,8,2384,1384,72,16
G0066560,7,1810,1616,240,88
G0066560,7,2066,1590,156,38
G0066560,7,2724,1576,146,38
G0066560,7,2870,1584,62,24
G0066560,7,2524,1486,66,30
G0066560,7,2510,1432,144,28
G0066560,7,2640,1474,52,22
G0066561,3,2682,1564,262,68
G0066561,3,1950,1412,194,56
G0066561,3,2246,1318,64,20
G0066562,5,1932,1562,230,104
G0066562,5,1736,1600,146,54
G0066562,5,1746,1648,280,48
G0066562,5,2034,1496,114,40
G0066562,5,2242,1360,134,34
G0066563,3,2324,1446,294,58
G0066563,3,1888,1458,142,26
G0066563,3,2012,1552,68,20
G0066564,8,2622,1588,402,114
G0066564,8,1932,1498,142,44
G0066564,8,1638,1456,124,44
G0066564,8,1676,1408,98,46
G0066564,8,1820,1370,72,22
G0066564,8,1786,1346,62,18
G0066564,8,1872,1338,86,20
G0066564,8,2262,1324,58,26
G0066565,11,2508,1544,204,92
G0066565,11,1414,1606,172,94
G0066565,11,1724,1628,128,42
G0066565,11,1682,1482,108,34
G0066565,11,1658,1424,80,26
G0066565,11,1776,1418,138,28
G0066565,11,1698,1370,68,22
G0066565,11,1806,1346,104,20
G0066565,11,1632,1340,126,22
G0066565,11,2088,1336,62,18
G0066565,11,2302,1388,86,24
G0066566,9,1436,1626,154,72
G0066566,9,1638,1620,268,68
G0066566,9,2484,1526,170,60
G0066566,9,2590,1494,116,22
G0066566,9,2460,1492,96,20
G0066566,9,2138,1414,102,26
G0066566,9,1554,1494,84,40
G0066566,9,1492,1432,184,36
G0066566,9,1756,1438,126,30
G0066567,4,1218,1558,672,144
G0066567,4,2328,1564,186,62
G0066567,4,2530,1556,146,50
G0066567,4,1974,1282,112,14
G0066568,6,1552,1496,90,22
G0066568,6,1376,1558,86,58
G0066568,6,2506,1500,92,42
G0066568,6,2490,1446,94,42
G0066568,6,2024,1318,154,22
G0066568,6,2278,1354,106,38
G0066569,8,1590,1452,70,28
G0066569,8,2908,1668,104,38
G0066569,8,2676,1550,108,42
G0066569,8,2490,1470,128,34
G0066569,8,2460,1440,70,24
G0066569,8,2076,1368,222,42
G0066569,8,2320,1388,84,24
G0066569,8,2214,1414,90,26
G0066570,14,1348,1648,128,58
G0066570,14,2970,1558,106,42
G0066570,14,2772,1600,170,70
G0066570,14,2616,1606,228,80
G0066570,14,2436,1584,144,40
G0066570,14,2398,1544,132,40
G0066570,14,2154,1460,348,86
G0066570,14,2494,1490,154,58
G0066570,14,2668,1436,110,42
G0066570,14,2336,1380,84,26
G0066570,14,1560,1402,80,30
G0066570,14,1700,1322,44,12
G0066570,14,1704,1310,44,12
G0066570,14,1792,1272,28,10
G0066571,11,3112,1626,164,70
G0066571,11,2346,1604,114,46
G0066571,11,2488,1642,158,38
G0066571,11,2582,1604,102,34
G0066571,11,2542,1566,126,30
G0066571,11,2542,1496,138,42
G0066571,11,2628,1542,140,46
G0066571,11,1658,1414,62,18
G0066571,11,1662,1364,54,16
G0066571,11,1776,1302,34,12
G0066571,11,1640,1382,50,18
G0066572,5,1512,1566,90,30
G0066572,5,1530,1446,80,26
G0066572,5,1508,1490,68,18
G0066572,5,1628,1386,58,16
G0066572,5,1730,1340,88,16
G0066573,2,1170,1668,148,36
G0066573,2,1608,1400,126,34
G0066575,3,1128,1580,138,54
G0066575,3,1392,1448,72,24
G0066575,3,1506,1390,74,32
G0066576,4,1028,1658,180,56
G0066576,4,1270,1516,168,114
G0066576,4,2568,1622,100,48
G0066576,4,2546,1588,80,32
G0066577,4,1170,1594,100,36
G0066577,4,1456,1498,92,32
G0066577,4,1968,1338,56,18
G0066577,4,2040,1318,70,18
G0066578,4,1154,1626,152,38
G0066578,4,2042,1412,110,30
G0066578,4,2114,1370,144,38
G0066578,4,1978,1326,102,22
G0066579,6,2172,1566,170,58
G0066579,6,2248,1462,234,86
G0066579,6,1698,1408,70,18
G0066579,6,1708,1390,64,14
G0066579,6,1578,1416,94,24
G0066579,6,2036,1384,152,40
G0066580,6,1302,1616,110,40
G0066580,6,1458,1540,134,42
G0066580,6,1646,1526,96,34
G0066580,6,1666,1484,84,28
G0066580,6,2148,1486,254,78
G0066580,6,2482,1584,114,66
G0066581,5,2276,1554,118,44
G0066581,5,2310,1490,118,42
G0066581,5,2124,1538,116,28
G0066581,5,1552,1392,170,60
G0066581,5,2076,1344,62,20
G0066582,3,1412,1496,242,98
G0066582,3,2138,1512,130,60
G0066582,3,2572,1466,86,28
G0066583,7,1548,1540,122,42
G0066583,7,2248,1528,134,44
G0066583,7,2924,1648,126,44
G0066583,7,2758,1520,118,40
G0066583,7,2426,1474,172,38
G0066583,7,2148,1422,196,26
G0066583,7,1744,1448,94,22
G0066584,4,1580,1596,166,64
G0066584,4,2192,1560,346,48
G0066584,4,2088,1432,122,34
G0066584,4,1746,1346,126,32
G0066585,2,2084,1556,200,74
G0066585,2,1622,1400,156,48
G0066586,3,1368,1494,242,70
G0066586,3,1812,1286,54,16
G0066586,3,1614,1276,50,14
G0066587,4,1734,1328,68,14
G0066587,4,1514,1316,48,10
G0066587,4,1786,1276,24,12
G0066587,4,1786,1264,38,10
G0066588,5,1712,1354,122,24
G0066588,5,1460,1334,68,14
G0066588,5,1344,1352,100,36
G0066588,5,1782,1288,32,10
G0066588,5,1788,1268,44,12
G0066589,5,1272,1394,130,46
G0066589,5,1426,1366,88,14
G0066589,5,1716,1402,148,34
G0066589,5,1816,1306,30,10
G0066589,5,1830,1278,48,18
G0066590,10,1736,1492,204,52
G0066590,10,1164,1466,200,66
G0066590,10,1396,1410,96,26
G0066590,10,1838,1382,128,34
G0066590,10,1994,1380,50,20
G0066590,10,2008,1360,76,14
G0066590,10,1878,1332,94,16
G0066590,10,1982,1312,56,18
G0066590,10,1888,1298,54,16
G0066590,10,1708,1290,50,14
G0066591,12,1846,1668,160,34
G0066591,12,944,1574,336,130
G0066591,12,1328,1498,124,40
G0066591,12,2088,1552,142,48
G0066591,12,2116,1452,72,22
G0066591,12,1916,1450,168,52
G0066591,12,2138,1410,84,18
G0066591,12,1956,1360,134,24
G0066591,12,2082,1348,56,14
G0066591,12,2106,1336,46,12
G0066591,12,1976,1318,88,18
G0066591,12,1758,1304,72,12
G0066592,10,990,1582,248,164
G0066592,10,1886,1596,262,100
G0066592,10,2198,1606,102,30
G0066592,10,2208,1518,126,32
G0066592,10,1614,1470,162,60
G0066592,10,1958,1432,172,30
G0066592,10,2120,1406,76,18
G0066592,10,2144,1390,64,12
G0066592,10,1974,1356,132,34
G0066592,10,1704,1334,94,22
G0066593,7,1250,1594,384,112
G0066593,7,1892,1534,242,70
G0066593,7,2120,1492,108,28
G0066593,7,2148,1462,84,24
G0066593,7,1906,1402,186,46
G0066593,7,1590,1368,100,28
G0066593,7,1620,1344,54,8
G0066594,7,2162,1610,170,50
G0066594,7,2160,1610,174,50
G0066594,7,1818,1490,254,88
G0066594,7,1338,1438,214,38
G0066594,7,1482,1386,66,16
G0066594,7,1400,1380,74,20
G0066594,7,1472,1366,76,14
G0066595,6,1068,1550,322,66
G0066595,6,1316,1466,84,22
G0066595,6,1220,1456,94,26
G0066595,6,1318,1432,90,20
G0066595,6,1334,1368,100,20
G0066595,6,1842,1240,38,10
G0066596,6,1168,1566,132,38
G0066596,6,1074,1542,138,38
G0066596,6,1226,1506,102,30
G0066596,6,1280,1410,116,20
G0066596,6,1332,1388,58,18
G0066596,6,1908,1244,30,8
G0066597,6,1008,1682,164,66
G0066597,6,1192,1490,152,40
G0066597,6,1268,1470,84,22
G0066597,6,1982,1272,38,14
G0066597,6,1534,1388,88,14
G0066597,6,1610,1348,78,12
G0066598,5,944,1616,218,56
G0066598,5,1088,1564,102,42
G0066598,5,1478,1432,62,18
G0066598,5,1548,1426,48,14
G0066598,5,2040,1276,34,12
G0066599,6,1326,1546,92,32
G0066599,6,1428,1538,70,24
G0066599,6,1202,1620,90,24
G0066599,6,2494,1600,100,42
G0066599,6,1982,1328,64,12
G0066599,6,2086,1296,46,14
G0066600,6,1370,1560,182,42
G0066600,6,1894,1542,104,76
G0066600,6,2030,1368,66,22
G0066600,6,1686,1376,56,12
G0066600,6,1660,1390,76,16
G0066600,6,2150,1322,64,24
G0066601,5,1572,1442,134,56
G0066601,5,1964,1408,94,38
G0066601,5,2100,1438,98,38
G0066601,5,2234,1356,112,38
